short_name,age,height_cm,weight_kg,overall,potential,pace,shooting,passing,dribbling,defending,physic,player_positions,position_category
D. Williams,20,170,64,57,71,68,47,54,59,54,50,"CM, CDM",MIDFIELDER
N. Wojtuszek,19,184,79,57,71,67,47,55,60,48,56,"CM, ST",MIDFIELDER
A. Padula,25,183,73,57,59,63,30,43,54,54,63,"LB, RB",DEFENDER
C. Chukwuemeka,19,190,70,57,74,86,54,47,59,17,61,"ST, RW, LW",ATTACKER
P. Komposch,20,187,78,57,70,69,29,33,38,59,58,CB,DEFENDER
Joël Monteiro,21,191,81,57,65,62,55,44,55,23,60,ST,ATTACKER
I. Al Barakah,24,185,68,57,62,59,35,54,53,54,56,CDM,MIDFIELDER
J. Chávez,19,182,72,57,71,64,27,46,50,52,52,"LB, RB",DEFENDER
B. Davis,19,183,75,57,72,77,43,43,64,26,58,"LM, CF",MIDFIELDER
J. Quiñonez,19,189,88,57,71,60,38,44,49,56,66,"CB, CM",DEFENDER
VP Suhair,28,174,74,57,57,72,54,49,58,30,66,"RM, ST",MIDFIELDER
S. Hawsawi,23,169,67,57,64,80,26,41,54,49,59,"RB, LB",DEFENDER
E. Kouadio,22,180,78,57,66,70,25,47,52,50,66,RB,DEFENDER
N. May,19,182,70,57,69,72,46,49,59,53,57,"LB, CDM",DEFENDER
A. Mishra,19,179,68,57,68,73,37,47,53,52,63,LB,DEFENDER
G. Martins,27,180,70,57,60,70,48,54,57,50,66,"CDM, CM",MIDFIELDER
D. Sea,20,181,65,57,71,70,55,41,61,22,61,ST,ATTACKER
W. Harris,21,180,75,57,68,70,58,38,56,20,52,ST,ATTACKER
K. Cabrera,17,175,67,57,72,67,49,51,53,51,53,CM,MIDFIELDER
B. Zempelin,21,171,70,57,66,67,46,58,64,48,48,CM,MIDFIELDER
E. Cabeza,18,182,68,57,71,61,33,41,46,57,62,CB,DEFENDER
D. Bouman,23,189,78,57,66,64,43,57,53,37,58,"RM, CAM",MIDFIELDER
S. Schendl,18,173,67,57,74,77,40,52,62,50,48,"RM, RB",MIDFIELDER
D. Janevski,28,187,82,57,57,57,27,37,35,57,64,CB,DEFENDER
E. Ahlstrand,19,182,75,57,68,69,45,53,57,25,52,LM,MIDFIELDER
M. Bruns,17,192,75,57,76,51,26,34,43,58,60,CB,DEFENDER
W. De Buyser,20,183,67,57,71,67,25,43,49,56,49,"LB, CB",DEFENDER
J. Perruzza,20,185,82,57,68,64,60,39,55,19,56,"ST, RW",ATTACKER
Mamadi Camará,17,174,61,57,73,77,49,52,63,35,51,"CAM, RM",ATTACKER
Á. García,20,171,69,57,67,64,54,56,62,32,42,RW,ATTACKER
J. Marchand,19,178,71,57,66,64,40,54,58,56,55,CM,MIDFIELDER
A. Rajamohan,28,184,79,57,57,60,51,54,56,38,52,"CF, RW, LW",ATTACKER
N. Tamás,20,171,68,57,73,85,52,44,59,34,53,"LW, RM",ATTACKER
Kwak Yoon Ho,25,185,83,57,60,62,25,39,48,55,70,CB,DEFENDER
M. Cihan,20,175,67,57,67,64,52,52,64,33,40,LM,MIDFIELDER
F. Külekçi,20,178,75,57,73,71,61,46,55,23,48,ST,ATTACKER
A. Ademi,22,173,68,57,67,80,53,40,66,26,53,"LW, RW",ATTACKER
E. Azcona,17,168,59,57,76,67,54,49,64,23,44,"LW, CAM",ATTACKER
C. Wallem,21,180,74,57,67,69,46,55,61,33,51,RW,ATTACKER
A. Saavedra,20,170,65,57,69,80,61,34,56,19,44,ST,ATTACKER
S. Adingra,19,175,68,57,69,83,49,47,60,25,40,LW,ATTACKER
N. Hayashi,23,181,70,57,64,65,25,40,49,56,64,CB,DEFENDER
B. Bermingham,19,170,66,57,69,71,52,50,58,28,55,LM,MIDFIELDER
G. Barber,21,175,74,57,72,74,50,53,58,24,51,"RM, RW",MIDFIELDER
B. Gutiérrez,18,178,64,57,77,60,46,58,62,37,43,"LM, LW, CAM",MIDFIELDER
R. McIntosh,22,169,69,57,65,73,55,53,56,30,49,RM,MIDFIELDER
S. Pungi,20,185,80,57,67,72,34,39,44,55,66,CB,DEFENDER
M. Gendera,21,178,70,57,66,73,25,43,52,50,54,RB,DEFENDER
N. Maier,20,173,69,57,69,68,49,59,59,35,47,"CAM, RM",ATTACKER
F. Kleemann,22,193,84,57,63,54,25,35,32,58,64,CB,DEFENDER
L. Ortíz,21,181,60,57,68,64,33,51,54,55,57,"CDM, RB",MIDFIELDER
K. Ferguson,21,195,80,57,65,49,29,40,44,54,69,CB,DEFENDER
M. Bolaños,29,169,67,57,57,64,39,49,53,53,59,LB,DEFENDER
S. Pearson,19,168,65,57,73,79,51,50,62,23,46,"RM, LM",MIDFIELDER
L. Patris,20,185,75,57,70,73,49,46,52,55,65,"CB, RB",DEFENDER
K. Hansen,19,184,80,57,68,61,25,46,49,57,61,"LB, CB",DEFENDER
R. Arias,21,170,72,57,70,68,33,48,51,54,55,"LB, CDM",DEFENDER
P. Pagnano,19,173,70,57,69,63,50,53,56,40,50,"CAM, CM",ATTACKER
P. Zaragoza,18,170,61,57,71,67,53,43,57,24,51,ST,ATTACKER
J. González,18,191,77,57,76,59,27,41,36,56,69,CB,DEFENDER
C. Díaz,20,175,67,57,68,59,25,37,40,58,55,CB,DEFENDER
B. Villacis,22,185,79,57,66,54,41,47,47,55,62,CB,DEFENDER
B. Osses,19,172,67,57,68,68,50,53,58,24,47,"RW, LW",ATTACKER
K. Martínez,20,173,68,57,68,65,58,42,56,24,49,ST,ATTACKER
N. Hernandez,22,180,73,57,68,66,54,55,66,43,54,"CM, CDM, CAM",MIDFIELDER
I. Kričak,24,182,77,57,61,59,23,37,37,58,61,CB,DEFENDER
S. Inoue,21,187,80,57,66,59,25,40,42,55,68,CB,DEFENDER
V. Kongsro,22,183,73,57,66,64,27,45,52,54,58,LB,DEFENDER
J. Baptiste,17,183,75,57,78,63,31,44,43,56,60,"CB, RB",DEFENDER
M. Chol,22,188,79,57,64,68,52,50,60,26,59,"RM, ST",MIDFIELDER
C. Medina,19,190,82,57,70,60,39,47,39,58,59,CB,DEFENDER
Á. Robles,19,174,68,57,73,56,58,46,58,22,44,ST,ATTACKER
E. Ancheta,22,179,68,57,67,65,25,44,51,56,51,RB,DEFENDER
A. Jasic,18,174,69,57,71,61,49,56,59,52,60,CM,MIDFIELDER
D. Galjen,19,187,75,57,70,70,55,42,57,18,54,ST,ATTACKER
S. Guediri,23,180,77,57,62,62,34,51,58,53,57,LB,DEFENDER
F. Ventura,21,181,70,57,67,71,36,50,56,52,64,RB,DEFENDER
N. Ngoy,18,185,75,57,73,73,30,35,46,56,62,CB,DEFENDER
L. Schmökel,19,196,85,57,68,53,33,45,43,55,67,CB,DEFENDER
A. Meekison,19,180,76,57,73,71,53,56,60,46,56,"CM, CAM",MIDFIELDER
L. Valente,17,189,78,57,74,59,45,58,60,37,46,CAM,ATTACKER
T. de Jonge,18,173,69,57,72,68,57,51,59,31,42,LM,MIDFIELDER
J. van der Meer,19,183,74,57,70,58,22,28,37,61,58,CB,DEFENDER
B. Old,18,175,66,57,72,74,49,53,66,41,49,"CAM, CM",ATTACKER
A. Jourda,19,180,80,57,69,66,26,48,49,52,65,RB,DEFENDER
A. Compagno,25,194,84,57,62,39,57,37,47,32,74,ST,ATTACKER
Ș. Pănoiu,18,177,71,57,72,77,55,56,61,53,57,"CM, LM, RM",MIDFIELDER
H. Al Jubairi,29,176,69,57,57,61,23,43,45,57,59,"CB, RB",DEFENDER
K. Corredor,20,182,72,57,68,70,59,49,56,24,56,CF,ATTACKER
F. Yılmaz,19,182,71,57,70,56,26,30,35,61,55,"CB, LB",DEFENDER
André Barbosa,20,177,70,57,67,65,25,42,51,58,62,"CB, RB",DEFENDER
P. Treu,20,172,70,57,68,67,33,51,56,51,50,"RB, RM",DEFENDER
I. Qela,20,182,74,57,64,68,52,51,58,31,55,RM,MIDFIELDER
O. Sonne,20,184,76,57,65,73,37,50,57,51,56,"LB, RB",DEFENDER
T. Călin,20,191,80,57,66,55,41,48,49,58,66,CDM,MIDFIELDER
S. Carey,20,184,74,57,68,62,52,58,53,36,51,"CAM, CM",ATTACKER
A. Stanley,21,180,78,57,66,64,30,42,49,54,64,LB,DEFENDER
E. Mirchev,19,185,80,57,69,59,45,46,52,59,64,"CDM, CB",MIDFIELDER
M. Dietz,19,188,76,57,71,58,26,37,37,58,59,CB,DEFENDER
S. Ilic,18,187,80,57,71,61,23,35,34,58,64,CB,DEFENDER
L. Jakobi,19,177,70,57,70,68,37,50,57,56,52,"CDM, CM",MIDFIELDER
Y. Scintu,24,193,84,57,63,54,58,44,51,25,68,"ST, LW, RW",ATTACKER
S. Al Saeed,24,182,74,57,61,72,54,51,59,30,60,"ST, LM",ATTACKER
G. Gürpüz,18,175,65,57,76,65,43,58,65,43,45,CM,MIDFIELDER
T. Gür,24,174,67,57,64,62,31,39,58,56,51,RB,DEFENDER
M. Rosenfelder,18,185,75,57,71,56,21,34,35,59,56,CB,DEFENDER
M. Błachewicz,18,183,72,57,72,82,31,43,49,49,53,"LB, LWB",DEFENDER
M. Pečar,18,175,64,57,71,55,51,57,62,38,45,CAM,ATTACKER
J. Turi,19,187,75,57,69,57,31,37,39,58,59,CB,DEFENDER
T. Martens,18,181,77,57,68,80,55,45,60,17,60,ST,ATTACKER
I. Baldé,18,185,75,57,68,69,59,37,61,19,41,ST,ATTACKER
B. Kukułowicz,20,181,72,57,65,77,41,42,55,52,67,"RWB, RM",DEFENDER
J. Montes,22,180,75,57,64,63,49,54,57,51,59,CM,MIDFIELDER
T. Telcean,19,184,79,57,71,55,21,29,35,56,61,CB,DEFENDER
C. Moisie,21,188,79,57,65,62,25,36,38,56,63,CB,DEFENDER
E. Nevitt,24,183,75,57,63,74,54,37,54,18,65,ST,ATTACKER
R. Pluijmen,18,171,65,57,72,72,31,38,48,59,51,"CB, RB",DEFENDER
B. Williamson,19,188,85,57,74,67,45,56,59,52,58,CM,MIDFIELDER
I. Al Harbi,25,169,65,57,58,81,48,48,64,24,43,"RM, LM",MIDFIELDER
P. Mensah,21,178,72,57,64,75,51,50,60,24,49,RW,ATTACKER
Y. Kechta,19,175,68,57,69,61,47,56,59,53,48,CDM,MIDFIELDER
J. Henke,20,189,81,57,66,57,27,42,47,56,63,CB,DEFENDER
B. Krasniqi,19,178,61,57,70,71,58,45,60,24,45,ST,ATTACKER
A. Francke,19,180,72,57,69,64,55,45,58,20,53,ST,ATTACKER
B. Bjarnason,21,189,84,57,64,69,25,44,33,57,66,CB,DEFENDER
E. Ingram,18,176,68,57,73,75,32,46,54,52,51,"RWB, RB",DEFENDER
J. Ortiz,20,173,72,57,68,63,54,50,59,49,69,CM,MIDFIELDER
B. Singh,23,173,69,57,64,64,56,43,56,35,61,ST,ATTACKER
K. Hajrizi,22,185,78,57,65,69,28,37,39,56,71,"CB, RB, CDM",DEFENDER
V. Lind,18,178,70,57,72,72,56,54,62,40,54,ST,ATTACKER
L. Hall,22,175,75,57,65,72,28,45,50,51,56,LWB,DEFENDER
G. Lemoine,20,188,79,57,67,74,55,44,60,21,53,"ST, CF",ATTACKER
D. Devrani,28,180,80,57,57,64,29,40,46,54,73,"CB, RB",DEFENDER
L. Thompson,19,173,62,57,71,63,38,56,55,53,46,"CDM, CM",MIDFIELDER
D. Cashman,20,180,77,57,71,73,57,45,57,20,58,ST,ATTACKER
F. Back,18,188,72,57,74,71,33,49,52,49,57,RB,DEFENDER
O. Olufunwa,19,178,64,57,67,69,33,46,51,52,52,"RB, CB",DEFENDER
Soares,20,186,84,57,66,53,29,34,32,55,69,CB,DEFENDER
L. Dobbin,18,175,71,57,76,74,57,48,59,20,43,ST,ATTACKER
G. Peralta,20,179,74,57,66,68,57,42,53,20,47,ST,ATTACKER
A. Devine,16,180,70,57,82,64,46,56,59,51,53,"CM, CDM",MIDFIELDER
J. Castrop,17,177,68,57,77,66,38,58,63,40,49,"CAM, RM",ATTACKER
G. Walther,18,178,73,57,72,66,50,52,60,29,44,LM,MIDFIELDER
S. Hogervorst,18,190,80,57,73,61,28,35,42,58,61,CB,DEFENDER
J. Robinson,20,190,79,57,74,65,26,47,48,57,61,"LB, CB",DEFENDER
F. Hache,17,186,78,57,72,63,49,54,57,57,61,"CM, CDM",MIDFIELDER
H. Lindley,18,182,70,57,71,68,46,55,55,53,57,"CDM, CM, RB",MIDFIELDER
D. Toševski,19,187,75,57,69,65,56,46,57,21,50,ST,ATTACKER
E. Philibert,19,193,78,57,70,61,27,41,44,56,66,"CB, CDM",DEFENDER
L. Chávez,18,170,63,57,72,70,53,53,57,39,56,"RW, ST",ATTACKER
M. Villarroel,17,176,65,57,70,70,52,55,58,50,56,"RW, RM",ATTACKER
E. Álvarez,18,186,79,57,74,61,33,47,47,56,61,CB,DEFENDER
J. Lozano,18,170,68,57,69,67,51,56,57,52,58,CM,MIDFIELDER
F. Alcedo,18,182,79,57,72,62,26,43,33,58,61,CB,DEFENDER
J. Flores,17,177,75,57,74,69,56,53,59,40,55,"RW, RM",ATTACKER
Y. Ruidíaz,19,165,64,57,71,64,59,48,59,36,49,"ST, CAM",ATTACKER
C. Rojas,17,174,70,57,77,69,43,45,56,54,57,LB,DEFENDER
Yao Hanlin,36,175,60,56,56,40,57,62,55,44,51,"CM, RW, RM",MIDFIELDER
R. Murray,29,170,70,56,56,72,54,54,60,28,61,"ST, CAM",ATTACKER
D. Zambra,32,176,73,56,56,50,50,56,56,54,58,"CDM, CM",MIDFIELDER
D. Cole,29,189,80,56,56,49,35,52,53,55,73,"RB, CB",DEFENDER
E. Williams,25,178,66,56,59,73,49,55,58,33,51,CAM,ATTACKER
J. Gorman,26,184,75,56,57,64,27,41,49,53,58,"LB, CB",DEFENDER
Yang Chaosheng,27,176,75,56,56,81,55,39,61,19,43,CF,ATTACKER
H. Fallatah,28,179,65,56,56,65,40,50,53,55,65,CDM,MIDFIELDER
Sun Guowen,27,182,73,56,57,76,44,52,56,46,61,"LB, RM",DEFENDER
Wang Yaopeng,26,187,80,56,60,64,27,33,49,56,67,CB,DEFENDER
Zhang Yi,27,181,67,56,56,71,53,55,58,57,61,CM,MIDFIELDER
Ye Chugui,26,178,70,56,57,64,50,55,57,57,61,"CAM, RM, RW",ATTACKER
Q. Lajami,25,178,75,56,63,68,26,41,46,55,62,CB,DEFENDER
D. Kane,24,188,73,56,62,56,34,50,54,55,61,"LB, CB",DEFENDER
K. Kiklaisz,23,186,81,56,64,52,58,43,55,28,57,ST,ATTACKER
V. Rai,23,182,74,56,64,59,41,50,48,53,68,CDM,MIDFIELDER
Kang Yun Seong,24,172,65,56,63,61,49,56,55,47,61,"RB, CM",DEFENDER
Wu Wei,24,182,72,56,60,63,47,49,54,53,67,"CDM, CB, CM",MIDFIELDER
Mésaque Djú,22,178,63,56,65,72,51,46,58,27,59,"RM, ST",MIDFIELDER
R. East,22,176,70,56,65,69,49,58,62,40,42,"CM, CDM",MIDFIELDER
A. Edathodika,34,180,78,56,56,48,26,33,42,55,64,CB,DEFENDER
Kim Yeon Soo,27,185,76,56,57,52,23,29,28,58,62,CB,DEFENDER
O. Alfa,22,174,77,56,67,75,51,46,58,20,62,"LW, ST",ATTACKER
J. Löwe,22,168,65,56,62,66,53,56,64,41,46,"CM, LB",MIDFIELDER
Cong Zhen,24,180,75,56,62,71,54,54,58,51,66,"CM, CDM",MIDFIELDER
J. Hallam,22,173,63,56,66,72,57,48,60,26,44,"CAM, RM",ATTACKER
C. Hargreaves,22,178,70,56,63,62,42,55,59,51,54,CM,MIDFIELDER
L. Collins,20,178,75,56,66,80,56,50,60,39,43,"ST, RW",ATTACKER
Su Yuanjie,26,179,75,56,56,72,52,46,58,24,51,"RM, LM, LW",MIDFIELDER
O. Edwards,22,175,70,56,65,83,44,48,57,39,50,"RM, CAM, RWB",MIDFIELDER
Gao Tianyi,23,185,81,56,62,63,45,59,55,57,61,"CM, LM",MIDFIELDER
B. Kimpioka,21,183,67,56,69,75,54,49,57,33,39,"RW, LW, ST",ATTACKER
F. Al Rashidi,24,175,68,56,62,70,47,49,61,39,55,"RM, LM",MIDFIELDER
T. Al Otaibi,21,174,63,56,65,66,46,49,62,35,41,"RM, LM",MIDFIELDER
R. Solan,23,170,66,56,65,80,52,45,61,18,46,"RM, ST",MIDFIELDER
K. O'Sullivan,21,175,70,56,66,80,51,47,57,40,50,"RM, ST",MIDFIELDER
Yan Zhiyu,28,170,63,56,56,72,28,35,49,57,49,LB,DEFENDER
K. Kesgin,20,176,76,56,69,61,49,57,62,50,61,"CM, CAM",MIDFIELDER
L. Kamberi,21,182,83,56,71,57,24,36,37,55,69,CB,DEFENDER
Wang Xianjun,21,185,71,56,69,66,37,48,50,52,60,CDM,MIDFIELDER
J. Martin,22,185,70,56,62,63,55,54,58,42,56,"CAM, ST, RM",ATTACKER
H. Palacios,21,181,74,56,68,72,54,43,61,24,47,RW,ATTACKER
H. Kite,21,176,64,56,67,69,52,52,58,50,54,"CM, CDM",MIDFIELDER
S. Griffin,21,174,64,56,63,56,57,54,58,53,60,"CM, CDM",MIDFIELDER
C. Thompson,21,171,75,56,69,71,59,35,56,23,56,ST,ATTACKER
J. Nolan,20,180,72,56,69,74,51,51,57,33,54,"RM, LM",MIDFIELDER
B. Kirdar,19,176,67,56,71,73,45,55,56,28,42,"CAM, CM, LM",ATTACKER
T. Crawford,22,178,62,56,63,74,49,53,61,50,46,CM,MIDFIELDER
C. Rowe,21,180,70,56,66,72,38,48,55,52,52,"LB, LWB",DEFENDER
C. Øyvann,21,185,75,56,71,66,28,38,39,56,60,CB,DEFENDER
A. Burley,21,180,72,56,67,56,21,37,45,57,61,CB,DEFENDER
B. Ekincier,22,181,72,56,62,67,57,54,58,37,50,"LM, LB",MIDFIELDER
T. Scully,21,183,67,56,66,62,50,56,59,52,54,CM,MIDFIELDER
S. Graham,20,191,80,56,67,67,27,33,38,55,66,CB,DEFENDER
M. Schantl,20,182,67,56,67,53,46,55,57,54,53,CM,MIDFIELDER
Tian Xin,23,176,70,56,65,72,42,50,56,33,51,"RM, ST",MIDFIELDER
Zhou Junchen,21,172,71,56,71,75,49,47,58,23,50,"LW, LM",ATTACKER
S. Pollock,20,178,66,56,72,66,51,57,59,49,56,CM,MIDFIELDER
C. Jolley,20,182,66,56,70,69,58,43,55,19,47,ST,ATTACKER
I. El Mizouni,20,185,74,56,71,66,49,53,59,46,59,"CM, CAM",MIDFIELDER
D. Williams,21,174,58,56,65,69,54,48,57,25,51,ST,ATTACKER
J. McClelland,24,175,70,56,61,66,51,54,55,30,50,"RM, LM",MIDFIELDER
S. Doungel,27,172,69,56,56,82,55,47,56,29,66,"RM, LM",MIDFIELDER
Lee Kwang Jun,25,191,82,56,59,59,21,29,28,56,71,CB,DEFENDER
K. Krasniqi,20,183,65,56,72,63,49,54,57,46,54,CM,MIDFIELDER
A. Longher,21,177,67,56,64,69,51,51,58,34,46,"LM, CAM, ST",MIDFIELDER
L. Renthlei,22,175,68,56,64,72,27,41,50,53,67,RB,DEFENDER
S. Gama,24,165,59,56,63,72,42,45,54,49,55,LB,DEFENDER
M. Yasir,23,170,68,56,65,73,42,49,59,30,54,"RM, CAM, LM",MIDFIELDER
P. Chaudhari,31,188,80,56,56,55,25,32,42,54,73,CB,DEFENDER
M. Hansen,20,174,65,56,65,69,44,57,60,43,53,"RW, CM",ATTACKER
D. Simeu,19,187,75,56,75,62,28,39,45,55,63,CB,DEFENDER
P. Ekwah Elimby,19,187,76,56,73,60,33,49,50,55,67,"CDM, CB",MIDFIELDER
A. Tchaptchet,19,186,78,56,75,57,31,35,37,58,62,CB,DEFENDER
K. Radkowski,20,194,83,56,70,60,33,47,51,54,61,"CB, CDM",DEFENDER
D. Leyva,18,178,64,56,72,57,58,54,55,50,52,CDM,MIDFIELDER
D. Ontužāns,21,183,70,56,65,70,47,51,61,30,55,"CAM, LW",ATTACKER
C. Boyd-Munce,21,180,69,56,68,63,52,55,53,45,61,"CM, LWB",MIDFIELDER
F. Nevarez,20,178,72,56,71,53,39,53,61,54,45,RB,DEFENDER
N. Jaby,20,175,68,56,63,69,46,55,55,53,43,CDM,MIDFIELDER
A. Al Safri,28,176,69,56,56,60,34,57,58,54,59,"CM, CDM",MIDFIELDER
A. Porras,21,184,76,56,66,67,29,40,51,53,64,RB,DEFENDER
T. Tushi,20,177,71,56,71,70,55,47,56,21,50,"ST, CAM, RM",ATTACKER
D. Meddah,18,187,78,56,70,67,47,55,62,49,62,CM,MIDFIELDER
A. Eid,23,184,80,56,64,60,56,42,55,16,62,ST,ATTACKER
B. Boruń,21,181,69,56,67,68,49,52,55,25,44,RM,MIDFIELDER
M. Pochettino,20,182,73,56,72,76,49,52,55,32,41,RM,MIDFIELDER
J. Reid,20,185,73,56,70,80,54,46,57,20,54,"RM, LM, ST",MIDFIELDER
K. Adedoyin,20,180,73,56,70,72,53,49,58,30,61,"RW, ST",ATTACKER
G. Horton,19,188,78,56,68,68,24,40,46,54,65,CB,DEFENDER
H. Perritt,20,185,70,56,66,63,30,44,51,52,63,"RWB, RB",DEFENDER
Junior Quitirna,21,170,64,56,69,63,48,53,60,41,41,"RM, CAM",MIDFIELDER
E. Vanspaul,28,170,68,56,57,72,34,51,53,51,69,"CDM, RB",MIDFIELDER
J. Evan's,22,180,70,56,65,66,41,56,53,48,51,LM,MIDFIELDER
T. Rushesha,18,163,57,56,74,78,29,42,52,51,52,"RB, RWB",DEFENDER
E. Bonds,21,188,74,56,69,67,46,54,55,54,62,"CDM, CM",MIDFIELDER
F. Al Hamad,23,188,75,56,62,65,26,37,38,55,68,CB,DEFENDER
H. Van der Saag,21,183,77,56,67,63,29,44,54,52,71,RB,DEFENDER
D. Tangri,22,179,69,56,66,69,37,47,52,54,70,"CDM, CB",MIDFIELDER
C. Zimba,19,185,68,56,72,68,53,47,53,36,67,ST,ATTACKER
J. Singh,20,189,81,56,70,62,38,47,54,55,70,CDM,MIDFIELDER
A. Ranawade,23,166,69,56,63,72,26,40,51,53,58,RB,DEFENDER
R. Alves,19,175,66,56,73,69,44,56,60,48,45,CM,MIDFIELDER
M. Lixandru,20,184,75,56,71,65,39,49,51,55,59,"CDM, CM, LM",MIDFIELDER
D. Power,20,173,73,56,60,62,32,46,54,53,54,RB,DEFENDER
A. Farreras,20,175,66,56,67,64,33,49,48,52,69,CB,DEFENDER
T. Omotoye,18,178,65,56,70,72,55,38,56,18,53,ST,ATTACKER
K. Simmonds,20,180,68,56,71,70,58,46,59,23,47,"LM, ST, RM",MIDFIELDER
A. Cassaert,20,184,74,56,67,61,23,37,35,56,54,CB,DEFENDER
A. Descotte,17,179,75,56,75,69,50,47,64,28,42,RM,MIDFIELDER
W. Forrester,20,180,73,56,70,54,24,30,35,56,59,CB,DEFENDER
N. Slonina,20,191,91,56,72,54,22,35,38,53,72,CB,DEFENDER
E. Karadağ,21,174,66,56,69,68,64,51,57,28,38,RW,ATTACKER
E. Munjoma,22,178,70,56,65,57,56,46,52,49,60,RB,DEFENDER
I. Vázquez,20,174,69,56,66,64,41,44,61,52,53,LB,DEFENDER
R. Johansson,20,180,75,56,72,63,41,56,50,52,54,"CDM, RB",MIDFIELDER
P. Metcalfe,22,183,79,56,63,61,41,54,47,52,62,"CDM, CM",MIDFIELDER
C. Barbu,21,183,71,56,66,66,55,48,59,17,51,"RM, ST",MIDFIELDER
E. Skogvoll,25,173,72,56,59,66,49,51,59,29,45,LW,ATTACKER
J. Martínes,18,172,63,56,70,66,47,48,57,41,51,"LM, LW",MIDFIELDER
C. Turner,19,188,79,56,70,68,38,47,55,54,66,"CDM, CB",MIDFIELDER
E. Mejía,21,168,61,56,68,66,37,48,51,50,55,LB,DEFENDER
G. Campbell,20,191,79,56,69,51,24,34,32,56,69,CB,DEFENDER
R. Ishida,19,175,72,56,70,77,42,50,58,50,65,"RM, RB",MIDFIELDER
Jung Min Woo,20,179,71,56,66,61,40,56,57,34,55,CAM,ATTACKER
D. Matsumoto,22,183,79,56,63,65,25,37,41,54,69,CB,DEFENDER
D. Markitesov,20,180,74,56,73,61,48,57,54,49,55,"RM, LM, CM",MIDFIELDER
S. Kvile,21,187,80,56,70,67,23,39,47,55,61,CB,DEFENDER
M. Sande,23,181,73,56,63,59,41,54,53,43,59,CM,MIDFIELDER
T. D'Almeida,20,185,69,56,69,61,43,53,60,53,56,"CDM, RB",MIDFIELDER
C. Finch,19,182,77,56,76,61,21,36,34,57,59,CB,DEFENDER
C. Mochrie,18,178,67,56,75,68,47,55,59,33,49,CAM,ATTACKER
I. Dahlqvist,19,173,65,56,69,74,49,49,61,23,33,RM,MIDFIELDER
F. Suffys,20,182,72,56,69,68,32,51,54,48,54,"RB, CB",DEFENDER
S. Ashford,25,183,75,56,59,75,56,46,57,30,52,"LM, RM",MIDFIELDER
H. Gambor,18,186,77,56,69,65,33,42,49,56,53,CB,DEFENDER
N. Dailly,19,173,65,56,70,70,59,53,62,23,44,"ST, RW, LW",ATTACKER
C. Antwi,19,177,68,56,69,63,36,50,55,53,61,"CDM, CM",MIDFIELDER
Z. Al-Hussaini,21,173,70,56,68,77,49,51,59,29,46,"CAM, LM, RM",ATTACKER
O. Rodríguez,25,181,71,56,61,62,47,56,53,54,57,CDM,MIDFIELDER
G. Vázquez,19,174,64,56,76,70,52,54,61,27,37,ST,ATTACKER
S. Roughan,18,183,73,56,75,64,29,44,41,54,64,LB,DEFENDER
H. Traoré,20,182,74,56,69,82,58,43,59,25,51,LM,MIDFIELDER
J. Jack,20,171,70,56,64,65,57,37,55,21,49,ST,ATTACKER
L. Brooks,20,179,67,56,68,77,47,47,59,27,44,RM,MIDFIELDER
Ł. Zjawiński,19,193,83,56,67,66,53,45,55,20,69,ST,ATTACKER
M. Gresler,18,178,71,56,74,71,28,44,55,48,57,LB,DEFENDER
C. Ballantyne,21,185,80,56,70,65,51,54,57,48,60,"CM, CAM",MIDFIELDER
J. Brown,20,181,72,56,68,64,31,44,54,56,61,"CDM, CB, RB",MIDFIELDER
R. Edwards,18,180,76,56,73,64,30,42,51,55,61,CB,DEFENDER
J. Cáceres,18,170,61,56,72,70,60,43,60,23,38,RW,ATTACKER
A. Andrade,19,177,76,56,71,63,38,51,55,56,57,CDM,MIDFIELDER
Ș. Bodișteanu,18,180,70,56,71,70,43,51,58,22,39,CAM,ATTACKER
S. Singh,26,175,73,56,59,67,31,42,50,54,66,"RB, CB",DEFENDER
C. Amzar,17,170,64,56,72,76,32,40,54,51,59,LB,DEFENDER
L. Hoole,19,180,70,56,66,79,27,44,49,49,50,RB,DEFENDER
N. Melvin-Lambert,18,175,69,56,71,73,53,38,53,20,63,ST,ATTACKER
A. Al Dawsari,27,168,62,56,56,67,53,53,61,24,40,"LM, CAM",MIDFIELDER
M. Torlak,18,173,67,56,70,59,49,54,63,32,40,"CAM, CF",ATTACKER
Dani Vidal,21,183,66,56,68,61,45,59,56,56,52,CM,MIDFIELDER
P. Martinez,20,186,75,56,64,64,46,53,55,54,68,"CM, CB",MIDFIELDER
K. Torgersen,18,175,70,56,74,64,43,52,59,52,52,CM,MIDFIELDER
B. McCormack,18,180,62,56,73,67,51,54,58,50,52,"CAM, CM",ATTACKER
S. Zaidan,21,167,63,56,70,67,40,54,62,49,55,CDM,MIDFIELDER
K. Opoku,19,165,70,56,67,77,55,42,62,20,50,ST,ATTACKER
R. Højlund,18,192,85,56,70,75,51,41,57,19,56,ST,ATTACKER
Anderson,24,179,70,56,62,71,54,50,58,24,44,"LW, CAM",ATTACKER
L. Calzadilla,21,168,61,56,64,59,45,56,56,49,53,CM,MIDFIELDER
J. Chura,19,175,70,56,72,62,57,47,60,23,54,"ST, RW",ATTACKER
M. Shereef,28,179,68,56,58,67,40,48,51,54,71,CB,DEFENDER
